timestamp,FR_hip_q,FR_hip_dq,FR_hip_tau,FR_thigh_q,FR_thigh_dq,FR_thigh_tau,FR_calf_q,FR_calf_dq,FR_calf_tau,FL_hip_q,FL_hip_dq,FL_hip_tau,FL_thigh_q,FL_thigh_dq,FL_thigh_tau,FL_calf_q,FL_calf_dq,FL_calf_tau,RR_hip_q,RR_hip_dq,RR_hip_tau,RR_thigh_q,RR_thigh_dq,RR_thigh_tau,RR_calf_q,RR_calf_dq,RR_calf_tau,RL_hip_q,RL_hip_dq,RL_hip_tau,RL_thigh_q,RL_thigh_dq,RL_thigh_tau,RL_calf_q,RL_calf_dq,RL_calf_tau,foot_FL,foot_FR,foot_RL,foot_RR,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
1782719789.4872186,0.03463008999824524,0.01937761902809143,-0.5937187671661377,0.6431090831756592,-0.03875523805618286,1.0884844064712524,-1.5021426677703857,-0.018198112025856972,7.870896816253662,-0.02206498384475708,-0.027128666639328003,-0.3463359475135803,0.6727507710456848,0.0,0.024738281965255737,-1.4428409337997437,0.012132074683904648,8.013141632080078,0.07242584228515625,0.0,0.07421484589576721,0.8066325187683105,0.03100419044494629,0.5937187671661377,-1.5373066663742065,0.010110062547028065,9.577837944030762,-0.016942918300628662,-0.01937761902809143,0.5195039510726929,0.6565467715263367,0.0,2.7706875801086426,-1.4407713413238525,0.028308173641562462,7.776066780090332,14,37,38,31,0.012708561,0.005507207,0.79777807,0.0010652643,0.0149137005,-0.010652643,0.18794483,0.23463176,9.504981
1782719789.488756,0.03463008999824524,-0.07751047611236572,-0.5689804553985596,0.6431393623352051,0.01937761902809143,1.1874375343322754,-1.5021426677703857,-0.028308173641562462,7.965726852416992,-0.02206498384475708,-0.027128666639328003,-0.37107422947883606,0.6727810502052307,0.034879714250564575,0.0,-1.4428566694259644,-0.008088049478828907,8.060556411743164,0.07245612144470215,0.05813286080956459,0.07421484589576721,0.8066930174827576,0.08138599991798401,0.5937187671661377,-1.5373225212097168,-0.03033018670976162,9.577837944030762,-0.016942918300628662,-0.015502095222473145,0.5195039510726929,0.6565164923667908,-0.05813286080956459,2.67173433303833,-1.4407713413238525,0.03235219791531563,7.823481559753418,14,37,38,31,0.012712749,0.005516399,0.7977752,-0.012783172,0.0074568503,-0.011717907,0.18315643,0.24660277,9.485827
1782719789.4898326,0.03459981083869934,-0.007751047611236572,-0.5689804553985596,0.6431090831756592,-0.023253142833709717,1.1132227182388306,-1.502126932144165,0.0,7.965726852416992,-0.02206498384475708,-0.015502095222473145,-0.3463359475135803,0.6727507710456848,-0.01937761902809143,0.0,-1.4428725242614746,-0.024264149367809296,7.965726852416992,0.07245612144470215,0.04263076186180115,0.07421484589576721,0.8066325187683105,0.0,0.6679335832595825,-1.5373066663742065,0.010110062547028065,9.577837944030762,-0.016942918300628662,0.007751047611236572,0.470027357339859,0.6565164923667908,-0.054257333278656006,2.7459492683410645,-1.4407871961593628,-0.0020220123697072268,7.776066780090332,14,37,38,31,0.012723186,0.0055116215,0.7977752,0.0,-0.0010652643,-0.0021305287,0.18315643,0.24660277,9.485827
1782719789.4909887,0.03459981083869934,-0.007751047611236572,-0.5689804553985596,0.643169641494751,0.003875523805618286,1.0884844064712524,-1.502126932144165,-0.006066037341952324,8.013141632080078,-0.02209526300430298,-0.08138599991798401,-0.3463359475135803,0.6727810502052307,0.023253142833709717,0.0,-1.4428566694259644,-0.008088049478828907,8.060556411743164,0.07239556312561035,-0.05813286080956459,0.07421484589576721,0.8066627979278564,0.03100419044494629,0.6431953310966492,-1.5373066663742065,0.0020220123697072268,9.48300838470459,-0.016912639141082764,0.046506285667419434,0.44528907537460327,0.6565467715263367,-0.011626571416854858,2.67173433303833,-1.4407556056976318,0.04246226325631142,7.823481559753418,14,37,38,31,0.012741139,0.005499549,0.7977666,-0.0021305287,0.008522115,-0.01704423,0.20350714,0.25378537,9.449914
1782719789.4920633,0.03459981083869934,-0.05038180947303772,-0.5689804553985596,0.643169641494751,0.05038180947303772,1.1132227182388306,-1.502126932144165,0.0,8.013141632080078,-0.02206498384475708,-0.003875523805618286,-0.37107422947883606,0.6727810502052307,0.01937761902809143,0.024738281965255737,-1.4428409337997437,0.024264149367809296,8.060556411743164,0.07242584228515625,-0.015502095222473145,0.12369140982627869,0.8066325187683105,-0.007751047611236572,0.5689804553985596,-1.5373382568359375,-0.056616347283124924,9.48300838470459,-0.016912639141082764,0.07751047611236572,0.470027357339859,0.6565467715263367,0.0,2.7212109565734863,-1.4407871961593628,0.0,7.776066780090332,14,37,38,31,0.012737719,0.005504219,0.79776233,-0.0010652643,0.006391586,-0.013848436,0.20350714,0.25378537,9.449914
1782719789.4931407,0.03459981083869934,0.003875523805618286,-0.5689804553985596,0.6431393623352051,0.011626571416854858,1.0884844064712524,-1.502126932144165,0.0020220123697072268,8.013141632080078,-0.02206498384475708,-0.007751047611236572,-0.37107422947883606,0.6727204918861389,-0.03100419044494629,0.0,-1.4428250789642334,0.04852829873561859,8.013141632080078,0.07242584228515625,-0.034879714250564575,0.12369140982627869,0.8066627979278564,0.05813286080956459,0.6431953310966492,-1.5373066663742065,0.008088049478828907,9.577837944030762,-0.01697319746017456,-0.01937761902809143,0.470027357339859,0.6565467715263367,-0.007751047611236572,2.7212109565734863,-1.4407713413238525,0.022242136299610138,7.776066780090332,14,37,38,31,0.012736315,0.0054733665,0.7977657,-0.009587379,-0.008522115,-0.0042610574,0.20350714,0.25378537,9.449914
1782719789.494213,0.03459981083869934,0.015502095222473145,-0.5442422032356262,0.6431393623352051,0.027128666639328003,1.0637460947036743,-1.502126932144165,-0.014154086820781231,8.013141632080078,-0.02206498384475708,0.007751047611236572,-0.37107422947883606,0.6727507710456848,-0.023253142833709717,0.024738281965255737,-1.4428250789642334,0.06672640889883041,7.965726852416992,0.07248640060424805,0.05813286080956459,0.12369140982627869,0.8066325187683105,-0.034879714250564575,0.5937187671661377,-1.5373225212097168,-0.02022012509405613,9.577837944030762,-0.016942918300628662,0.05813286080956459,0.5195039510726929,0.6565164923667908,-0.06200838088989258,2.7459492683410645,-1.4407556056976318,0.044484272599220276,7.823481559753418,14,37,38,31,0.012717153,0.0054991804,0.79775536,-0.020240022,0.030892665,-0.019174758,0.21667525,0.2789245,9.5013895
1782719789.4952633,0.03456953167915344,-0.03875523805618286,-0.5689804553985596,0.6431393623352051,0.04263076186180115,1.0884844064712524,-1.502126932144165,-0.016176098957657814,7.965726852416992,-0.02209526300430298,-0.05038180947303772,-0.42055079340934753,0.6727507710456848,-0.015502095222473145,0.049476563930511475,-1.4428409337997437,0.03033018670976162,8.060556411743164,0.07248640060424805,0.046506285667419434,0.07421484589576721,0.8066627979278564,0.011626571416854858,0.5937187671661377,-1.5373225212097168,-0.02022012509405613,9.48300838470459,-0.016912639141082764,0.03875523805618286,0.5195039510726929,0.6565467715263367,-0.007751047611236572,2.7212109565734863,-1.4407713413238525,0.024264149367809296,7.870896816253662,14,37,38,31,0.012717341,0.0055184043,0.7977451,0.0021305287,0.020240022,-0.008522115,0.21667525,0.2789245,9.5013895
1782719789.4963639,0.03453926742076874,-0.09301257133483887,-0.5689804553985596,0.6431393623352051,0.023253142833709717,1.0884844064712524,-1.502095341682434,0.036396224051713943,7.965726852416992,-0.022125542163848877,-0.08913704752922058,-0.42055079340934753,0.6727507710456848,-0.015502095222473145,0.024738281965255737,-1.4428409337997437,0.034374210983514786,8.060556411743164,0.07245612144470215,-0.023253142833709717,0.12369140982627869,0.8066930174827576,0.0,0.6431953310966492,-1.5373066663742065,0.016176098957657814,9.577837944030762,-0.01697319746017456,-0.054257333278656006,0.5195039510726929,0.6565467715263367,0.0,2.7212109565734863,-1.4407871961593628,-0.008088049478828907,7.823481559753418,14,37,38,31,0.012696367,0.005531108,0.7977365,-0.01704423,0.02450108,-0.0149137005,0.18315643,0.30047232,9.518148
1782719789.4973724,0.03459981083869934,-0.04263076186180115,-0.5689804553985596,0.643169641494751,0.07363495230674744,1.0884844064712524,-1.502126932144165,-0.014154086820781231,8.013141632080078,-0.02209526300430298,-0.03100419044494629,-0.42055079340934753,0.6727204918861389,-0.054257333278656006,0.024738281965255737,-1.4428566694259644,-0.008088049478828907,8.060556411743164,0.07245612144470215,-0.01937761902809143,0.12369140982627869,0.8066930174827576,0.03875523805618286,0.5937187671661377,-1.5373066663742065,0.0020220123697072268,9.577837944030762,-0.01697319746017456,-0.07363495230674744,0.5195039510726929,0.6565467715263367,0.0,2.7212109565734863,-1.4407713413238525,0.006066037341952324,7.776066780090332,14,37,38,31,0.012675781,0.0055185896,0.7977197,-0.01704423,-0.003195793,-0.0149137005,0.18315643,0.30047232,9.518148
