timestamp,FR_hip_q,FR_hip_dq,FR_hip_tau,FR_thigh_q,FR_thigh_dq,FR_thigh_tau,FR_calf_q,FR_calf_dq,FR_calf_tau,FL_hip_q,FL_hip_dq,FL_hip_tau,FL_thigh_q,FL_thigh_dq,FL_thigh_tau,FL_calf_q,FL_calf_dq,FL_calf_tau,RR_hip_q,RR_hip_dq,RR_hip_tau,RR_thigh_q,RR_thigh_dq,RR_thigh_tau,RR_calf_q,RR_calf_dq,RR_calf_tau,RL_hip_q,RL_hip_dq,RL_hip_tau,RL_thigh_q,RL_thigh_dq,RL_thigh_tau,RL_calf_q,RL_calf_dq,RL_calf_tau,foot_FL,foot_FR,foot_RL,foot_RR,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
1782387208.3269842,0.04068559408187866,0.0,-0.5937187671661377,0.6585506200790405,0.011626571416854858,0.6679335832595825,-1.4713702201843262,-0.034374210983514786,7.207086086273193,-0.04613560438156128,0.01937761902809143,0.024738281965255737,0.6686330437660217,-0.054257333278656006,0.0,-1.4495230913162231,0.03033018670976162,7.681236743927002,0.06541717052459717,-0.015502095222473145,-0.049476563930511475,0.7981547713279724,0.023253142833709717,0.6679335832595825,-1.5316829681396484,-0.02022012509405613,8.819197654724121,0.0012236237525939941,0.027128666639328003,-0.07421484589576721,0.7002675533294678,-0.03875523805618286,1.979062557220459,-1.4451944828033447,0.010110062547028065,7.681236743927002,12,35,34,32,0.0037005888,0.0014913977,-2.9608507,-0.0042610574,0.0,-0.0053263213,0.19033903,0.12449849,9.545682
1782387208.3306718,0.04068559408187866,-0.015502095222473145,-0.5937187671661377,0.6585808992385864,0.03875523805618286,0.6926718950271606,-1.4713702201843262,-0.018198112025856972,7.207086086273193,-0.04616588354110718,-0.046506285667419434,0.0,0.6686633229255676,-0.007751047611236572,0.0,-1.4495388269424438,0.012132074683904648,7.681236743927002,0.06544744968414307,0.0,-0.07421484589576721,0.7981244921684265,0.003875523805618286,0.6679335832595825,-1.5316829681396484,-0.02022012509405613,8.771782875061035,0.0012236237525939941,0.03100419044494629,-0.07421484589576721,0.7002675533294678,-0.003875523805618286,1.979062557220459,-1.4451944828033447,0.0020220123697072268,7.681236743927002,12,35,34,32,0.0037186327,0.001468247,-2.960877,-0.0053263213,0.013848436,-0.003195793,0.19033903,0.12449849,9.545682
1782387208.3319201,0.04068559408187866,-0.007751047611236572,-0.5937187671661377,0.6585808992385864,0.034879714250564575,0.6679335832595825,-1.4713702201843262,-0.014154086820781231,7.112256050109863,-0.04616588354110718,-0.046506285667419434,0.0,0.6686935424804688,0.0,0.0,-1.4495388269424438,0.018198112025856972,7.681236743927002,0.06547772884368896,0.06200838088989258,-0.07421484589576721,0.7981547713279724,0.03875523805618286,0.6679335832595825,-1.5316987037658691,-0.05055030807852745,8.819197654724121,0.0012236237525939941,0.034879714250564575,-0.024738281965255737,0.7002675533294678,-0.003875523805618286,1.979062557220459,-1.445210337638855,-0.028308173641562462,7.776066780090332,12,35,34,32,0.0037339416,0.0014393118,-2.9608774,0.0021305287,-0.012783172,-0.011717907,0.18435353,0.1388637,9.496601
1782387208.3363435,0.04068559408187866,0.0,-0.5937187671661377,0.6585808992385864,0.046506285667419434,0.6926718950271606,-1.471354365348816,-0.024264149367809296,7.207086086273193,-0.04616588354110718,-0.03875523805618286,0.024738281965255737,0.6686633229255676,-0.023253142833709717,0.0,-1.4495388269424438,0.022242136299610138,7.681236743927002,0.06544744968414307,0.027128666639328003,-0.12369140982627869,0.7981547713279724,0.03875523805618286,0.6679335832595825,-1.5316829681396484,-0.02022012509405613,8.961442947387695,0.0012236237525939941,0.03875523805618286,-0.049476563930511475,0.7002675533294678,-0.011626571416854858,1.979062557220459,-1.445178747177124,0.03033018670976162,7.681236743927002,12,35,34,32,0.0037431137,0.001440324,-2.9608848,0.0042610574,0.0042610574,-0.010652643,0.18435353,0.1388637,9.496601
1782387208.3376374,0.04068559408187866,0.0,-0.5937187671661377,0.6586111783981323,0.09301257133483887,0.6679335832595825,-1.4713702201843262,-0.014154086820781231,7.207086086273193,-0.04616588354110718,-0.03875523805618286,0.024738281965255737,0.6686633229255676,-0.023253142833709717,0.0,-1.4495230913162231,0.04246226325631142,7.681236743927002,0.06544744968414307,0.05038180947303772,-0.12369140982627869,0.7981850504875183,0.09301257133483887,0.6679335832595825,-1.5316671133041382,0.010110062547028065,8.771782875061035,0.0011933445930480957,-0.011626571416854858,-0.07421484589576721,0.7002372741699219,-0.07751047611236572,1.979062557220459,-1.4451944828033447,0.0,7.681236743927002,12,35,34,32,0.003752119,0.0014357634,-2.9608798,0.0042610574,0.003195793,-0.0074568503,0.18076223,0.12569559,9.539697
1782387208.3388214,0.04068559408187866,-0.007751047611236572,-0.5689804553985596,0.6585506200790405,-0.04263076186180115,0.6431953310966492,-1.4713702201843262,-0.008088049478828907,7.207086086273193,-0.04616588354110718,-0.03875523805618286,0.024738281965255737,0.6686935424804688,0.034879714250564575,0.0,-1.4495388269424438,0.04044025018811226,7.681236743927002,0.06544744968414307,0.05038180947303772,-0.12369140982627869,0.7981547713279724,0.03875523805618286,0.6926718950271606,-1.5316829681396484,-0.02022012509405613,8.866612434387207,0.0011933445930480957,-0.015502095222473145,-0.024738281965255737,0.7002372741699219,-0.07751047611236572,1.979062557220459,-1.4451944828033447,0.0,7.681236743927002,12,35,34,32,0.0037613092,0.0014633901,-2.9608855,0.0042610574,0.015978964,-0.012783172,0.18076223,0.12569559,9.539697
1782387208.339965,0.04071587324142456,0.027128666639328003,-0.5937187671661377,0.6586111783981323,0.0852615237236023,0.6926718950271606,-1.4713702201843262,-0.008088049478828907,7.207086086273193,-0.04616588354110718,-0.04263076186180115,0.024738281965255737,0.6686935424804688,0.023253142833709717,0.024738281965255737,-1.4495388269424438,0.04044025018811226,7.681236743927002,0.06541717052459717,-0.04263076186180115,-0.07421484589576721,0.7981244921684265,0.003875523805618286,0.6679335832595825,-1.5316829681396484,-0.02022012509405613,8.866612434387207,0.0012236237525939941,0.03875523805618286,-0.07421484589576721,0.7002372741699219,-0.05813286080956459,2.003800868988037,-1.4451944828033447,0.0020220123697072268,7.681236743927002,12,35,34,32,0.00377249,0.0014781238,-2.9608855,-0.0021305287,0.003195793,-0.0053263213,0.18076223,0.12569559,9.539697
1782387208.3463554,0.04068559408187866,-0.023253142833709717,-0.5937187671661377,0.6586111783981323,0.0852615237236023,0.6926718950271606,-1.4713702201843262,-0.014154086820781231,7.112256050109863,-0.04616588354110718,-0.03875523805618286,0.0,0.6686935424804688,0.01937761902809143,0.049476563930511475,-1.4495388269424438,0.02022012509405613,7.681236743927002,0.06541717052459717,-0.015502095222473145,-0.12369140982627869,0.7981547713279724,0.03875523805618286,0.6679335832595825,-1.5316829681396484,-0.02022012509405613,8.819197654724121,0.0012236237525939941,0.03875523805618286,-0.07421484589576721,0.7002675533294678,-0.03100419044494629,1.979062557220459,-1.445178747177124,0.02022012509405613,7.633821487426758,12,35,34,32,0.0037761447,0.0014724304,-2.9608803,0.0,0.008522115,-0.003195793,0.19632454,0.1316811,9.508572
1782387208.3476682,0.04068559408187866,0.0,-0.5689804553985596,0.6585808992385864,0.05038180947303772,0.6679335832595825,-1.4713702201843262,-0.014154086820781231,7.207086086273193,-0.04616588354110718,-0.05038180947303772,0.049476563930511475,0.6686330437660217,-0.07363495230674744,0.0,-1.4495388269424438,0.006066037341952324,7.681236743927002,0.06544744968414307,0.027128666639328003,-0.07421484589576721,0.7981547713279724,0.06588390469551086,0.6926718950271606,-1.5316829681396484,-0.016176098957657814,8.961442947387695,0.0012236237525939941,0.01937761902809143,-0.049476563930511475,0.7002977728843689,0.01937761902809143,1.979062557220459,-1.4451944828033447,-0.0020220123697072268,7.776066780090332,12,35,34,32,0.0037700315,0.0014356,-2.9608881,0.010652643,-0.010652643,-0.013848436,0.15801731,0.1328782,9.454702
1782387208.3488622,0.04068559408187866,-0.007751047611236572,-0.6431953310966492,0.6585506200790405,-0.01937761902809143,0.6679335832595825,-1.4713702201843262,-0.03235219791531563,7.2545013427734375,-0.04613560438156128,0.0,0.024738281965255737,0.6686330437660217,-0.07751047611236572,-0.049476563930511475,-1.4495388269424438,0.018198112025856972,7.681236743927002,0.06547772884368896,0.07751047611236572,-0.12369140982627869,0.7981244921684265,-0.01937761902809143,0.6926718950271606,-1.5316829681396484,-0.02022012509405613,8.866612434387207,0.0012236237525939941,0.027128666639328003,-0.024738281965255737,0.7003280520439148,0.046506285667419434,2.003800868988037,-1.4451944828033447,-0.0040440247394144535,7.776066780090332,12,35,34,32,0.003777176,0.001443013,-2.9608934,-0.0042610574,0.0074568503,-0.011717907,0.15801731,0.1328782,9.454702
